Postsecondary Enrollment,,,,,,,
,,,,,,,
,,,,,,,
Year,Level,Division,School,Subgroup,Students earning a federally recognized high school diploma,Students enrolled in higher education within 16 months of graduation,Percent
2019,SCH,Loudoun County Public Schools,Rock Ridge High,White,191,156,82
2019,SCH,Loudoun County Public Schools,Stone Bridge High,All Students,405,358,88
2019,SCH,Loudoun County Public Schools,Stone Bridge High,American Indian,<,<,<
2019,SCH,Loudoun County Public Schools,Stone Bridge High,Asian,64,60,94
2019,SCH,Loudoun County Public Schools,Stone Bridge High,Black,28,25,89
2019,SCH,Loudoun County Public Schools,Stone Bridge High,Economically Disadvantaged,39,31,79
2019,SCH,Loudoun County Public Schools,Stone Bridge High,English Learners,15,12,80
2019,SCH,Loudoun County Public Schools,Stone Bridge High,Female,185,168,91
2019,SCH,Loudoun County Public Schools,Stone Bridge High,Hispanic,41,31,76
2019,SCH,Loudoun County Public Schools,Stone Bridge High,Male,220,190,86
2019,SCH,Loudoun County Public Schools,Stone Bridge High,Multiple Races,23,19,83
2019,SCH,Loudoun County Public Schools,Stone Bridge High,Students with Disabilities,49,41,84
2019,SCH,Loudoun County Public Schools,Stone Bridge High,White,248,223,90
2019,SCH,Loudoun County Public Schools,Tuscarora High,All Students,348,270,78
2019,SCH,Loudoun County Public Schools,Tuscarora High,American Indian,<,<,<
2019,SCH,Loudoun County Public Schools,Tuscarora High,Asian,24,23,96
2019,SCH,Loudoun County Public Schools,Tuscarora High,Black,33,29,88
2019,SCH,Loudoun County Public Schools,Tuscarora High,Economically Disadvantaged,71,38,54
2019,SCH,Loudoun County Public Schools,Tuscarora High,English Learners,31,12,39
2019,SCH,Loudoun County Public Schools,Tuscarora High,Female,169,141,83
2019,SCH,Loudoun County Public Schools,Tuscarora High,Hispanic,73,38,52
2019,SCH,Loudoun County Public Schools,Tuscarora High,Male,179,129,72
2019,SCH,Loudoun County Public Schools,Tuscarora High,Multiple Races,15,11,73
2019,SCH,Loudoun County Public Schools,Tuscarora High,Native Hawaiian,<,<,<
2019,SCH,Loudoun County Public Schools,Tuscarora High,Students with Disabilities,48,25,52
2019,SCH,Loudoun County Public Schools,Tuscarora High,White,201,168,84
2019,SCH,Loudoun County Public Schools,Woodgrove High,All Students,420,318,76
2019,SCH,Loudoun County Public Schools,Woodgrove High,American Indian,<,<,<
2019,SCH,Loudoun County Public Schools,Woodgrove High,Asian,18,16,89
2019,SCH,Loudoun County Public Schools,Woodgrove High,Black,13,11,85
2019,SCH,Loudoun County Public Schools,Woodgrove High,Economically Disadvantaged,30,17,57
2019,SCH,Loudoun County Public Schools,Woodgrove High,English Learners,<,<,<
2019,SCH,Loudoun County Public Schools,Woodgrove High,Female,208,167,80
2019,SCH,Loudoun County Public Schools,Woodgrove High,Hispanic,34,25,74
2019,SCH,Loudoun County Public Schools,Woodgrove High,Male,212,151,71
2019,SCH,Loudoun County Public Schools,Woodgrove High,Multiple Races,16,12,75
2019,SCH,Loudoun County Public Schools,Woodgrove High,Students with Disabilities,45,21,47
2019,SCH,Loudoun County Public Schools,Woodgrove High,White,338,253,75
2019,SCH,Louisa County Public Schools,Louisa County High,All Students,325,173,53
2019,SCH,Louisa County Public Schools,Louisa County High,American Indian,<,<,<
2019,SCH,Louisa County Public Schools,Louisa County High,Asian,<,<,<
2019,SCH,Louisa County Public Schools,Louisa County High,Black,54,31,57
2019,SCH,Louisa County Public Schools,Louisa County High,Economically Disadvantaged,129,58,45
2019,SCH,Louisa County Public Schools,Louisa County High,English Learners,<,<,<
2019,SCH,Louisa County Public Schools,Louisa County High,Female,156,94,60
2019,SCH,Louisa County Public Schools,Louisa County High,Hispanic,18,10,56
2019,SCH,Louisa County Public Schools,Louisa County High,Male,169,79,47
2019,SCH,Louisa County Public Schools,Louisa County High,Multiple Races,21,11,52
2019,SCH,Louisa County Public Schools,Louisa County High,Students with Disabilities,45,14,31
2019,SCH,Louisa County Public Schools,Louisa County High,White,230,119,52
2019,SCH,Lunenburg County Public Schools,Central High,All Students,83,38,46
2019,SCH,Lunenburg County Public Schools,Central High,Black,37,16,43
2019,SCH,Lunenburg County Public Schools,Central High,Economically Disadvantaged,41,13,32
2019,SCH,Lunenburg County Public Schools,Central High,Female,38,23,61
2019,SCH,Lunenburg County Public Schools,Central High,Male,45,15,33
2019,SCH,Lunenburg County Public Schools,Central High,Multiple Races,<,<,<
2019,SCH,Lunenburg County Public Schools,Central High,Students with Disabilities,<,<,<
2019,SCH,Lunenburg County Public Schools,Central High,White,45,21,47
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,All Students,292,197,67
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,American Indian,<,<,<
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,Asian,<,<,<
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,Black,129,65,50
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,Economically Disadvantaged,149,75,50
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,English Learners,<,<,<
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,Female,149,98,66
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,Hispanic,13,11,85
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,Male,143,99,69
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,Multiple Races,15,<,<
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,Students with Disabilities,18,<,<
2019,SCH,Lynchburg City Public Schools,E.C. Glass High ,White,132,113,86
2019,SCH,Lynchburg City Public Schools,Heritage High,All Students,211,134,64
2019,SCH,Lynchburg City Public Schools,Heritage High,American Indian,<,<,<
2019,SCH,Lynchburg City Public Schools,Heritage High,Asian,<,<,<
2019,SCH,Lynchburg City Public Schools,Heritage High,Black,102,60,59
2019,SCH,Lynchburg City Public Schools,Heritage High,Economically Disadvantaged,123,69,56
2019,SCH,Lynchburg City Public Schools,Heritage High,English Learners,<,<,<
2019,SCH,Lynchburg City Public Schools,Heritage High,Female,107,70,65
2019,SCH,Lynchburg City Public Schools,Heritage High,Hispanic,14,<,<
2019,SCH,Lynchburg City Public Schools,Heritage High,Male,104,64,62
2019,SCH,Lynchburg City Public Schools,Heritage High,Multiple Races,17,<,<
2019,SCH,Lynchburg City Public Schools,Heritage High,Students with Disabilities,14,<,<
2019,SCH,Lynchburg City Public Schools,Heritage High,White,68,48,71
2019,SCH,Madison County Public Schools,Madison County High,All Students,140,72,51
2019,SCH,Madison County Public Schools,Madison County High,Asian,<,<,<
2019,SCH,Madison County Public Schools,Madison County High,Black,11,<,<
2019,SCH,Madison County Public Schools,Madison County High,Economically Disadvantaged,51,19,37
2019,SCH,Madison County Public Schools,Madison County High,English Learners,<,<,<
2019,SCH,Madison County Public Schools,Madison County High,Female,64,44,69
2019,SCH,Madison County Public Schools,Madison County High,Hispanic,<,<,<
2019,SCH,Madison County Public Schools,Madison County High,Male,76,28,37
2019,SCH,Madison County Public Schools,Madison County High,Multiple Races,<,<,<
2019,SCH,Madison County Public Schools,Madison County High,Students with Disabilities,<,<,<
2019,SCH,Madison County Public Schools,Madison County High,White,119,61,51
2019,SCH,Manassas City Public Schools,Osbourn High,All Students,403,209,52
2019,SCH,Manassas City Public Schools,Osbourn High,American Indian,<,<,<
2019,SCH,Manassas City Public Schools,Osbourn High,Asian,16,12,75
2019,SCH,Manassas City Public Schools,Osbourn High,Black,40,22,55
2019,SCH,Manassas City Public Schools,Osbourn High,Economically Disadvantaged,190,78,41
2019,SCH,Manassas City Public Schools,Osbourn High,English Learners,98,32,33
2019,SCH,Manassas City Public Schools,Osbourn High,Female,198,115,58
2019,SCH,Manassas City Public Schools,Osbourn High,Hispanic,248,120,48
2019,SCH,Manassas City Public Schools,Osbourn High,Male,205,94,46
2019,SCH,Manassas City Public Schools,Osbourn High,Multiple Races,18,<,<
2019,SCH,Manassas City Public Schools,Osbourn High,Students with Disabilities,41,15,37
2019,SCH,Manassas City Public Schools,Osbourn High,White,79,50,63
2019,SCH,Manassas Park City Public Schools,Manassas Park High,All Students,254,115,45
2019,SCH,Manassas Park City Public Schools,Manassas Park High,Asian,19,15,79
2019,SCH,Manassas Park City Public Schools,Manassas Park High,Black,30,21,70
2019,SCH,Manassas Park City Public Schools,Manassas Park High,Economically Disadvantaged,151,55,36
2019,SCH,Manassas Park City Public Schools,Manassas Park High,English Learners,91,24,26
2019,SCH,Manassas Park City Public Schools,Manassas Park High,Female,120,67,56
2019,SCH,Manassas Park City Public Schools,Manassas Park High,Hispanic,149,51,34
2019,SCH,Manassas Park City Public Schools,Manassas Park High,Male,134,48,36
2019,SCH,Manassas Park City Public Schools,Manassas Park High,Multiple Races,10,<,<
2019,SCH,Manassas Park City Public Schools,Manassas Park High,Students with Disabilities,22,<,<
2019,SCH,Manassas Park City Public Schools,Manassas Park High,White,46,22,48
2019,SCH,Martinsville City Public Schools,Martinsville High,All Students,121,78,64
2019,SCH,Martinsville City Public Schools,Martinsville High,Asian,<,<,<
2019,SCH,Martinsville City Public Schools,Martinsville High,Black,78,50,64
2019,SCH,Martinsville City Public Schools,Martinsville High,Economically Disadvantaged,77,47,61
2019,SCH,Martinsville City Public Schools,Martinsville High,English Learners,<,<,<
2019,SCH,Martinsville City Public Schools,Martinsville High,Female,64,47,73
2019,SCH,Martinsville City Public Schools,Martinsville High,Hispanic,15,<,<
2019,SCH,Martinsville City Public Schools,Martinsville High,Male,57,31,54
2019,SCH,Martinsville City Public Schools,Martinsville High,Multiple Races,<,<,<
2019,SCH,Martinsville City Public Schools,Martinsville High,Students with Disabilities,<,<,<
2019,SCH,Martinsville City Public Schools,Martinsville High,White,22,18,82
2019,SCH,Mathews County Public Schools,Mathews High,All Students,99,45,45
2019,SCH,Mathews County Public Schools,Mathews High,Asian,<,<,<
2019,SCH,Mathews County Public Schools,Mathews High,Black,10,<,<
2019,SCH,Mathews County Public Schools,Mathews High,Economically Disadvantaged,38,10,26
2019,SCH,Mathews County Public Schools,Mathews High,Female,45,23,51
2019,SCH,Mathews County Public Schools,Mathews High,Hispanic,<,<,<
2019,SCH,Mathews County Public Schools,Mathews High,Male,54,22,41
2019,SCH,Mathews County Public Schools,Mathews High,Multiple Races,<,<,<
2019,SCH,Mathews County Public Schools,Mathews High,Students with Disabilities,<,<,<
2019,SCH,Mathews County Public Schools,Mathews High,White,82,40,49
2019,SCH,Middlesex County Public Schools,Middlesex High,All Students,83,34,41
2019,SCH,Middlesex County Public Schools,Middlesex High,Black,12,<,<
2019,SCH,Middlesex County Public Schools,Middlesex High,Economically Disadvantaged,31,12,39
2019,SCH,Middlesex County Public Schools,Middlesex High,English Learners,<,<,<
2019,SCH,Middlesex County Public Schools,Middlesex High,Female,37,19,51
2019,SCH,Middlesex County Public Schools,Middlesex High,Hispanic,<,<,<
2019,SCH,Middlesex County Public Schools,Middlesex High,Male,46,15,33
2019,SCH,Middlesex County Public Schools,Middlesex High,Multiple Races,<,<,<
2019,SCH,Middlesex County Public Schools,Middlesex High,Students with Disabilities,10,<,-
2019,SCH,Middlesex County Public Schools,Middlesex High,White,64,26,41
2019,SCH,Montgomery County Public Schools,Auburn High,All Students,85,61,72
2019,SCH,Montgomery County Public Schools,Auburn High,Black,<,<,<
2019,SCH,Montgomery County Public Schools,Auburn High,Economically Disadvantaged,31,17,55
2019,SCH,Montgomery County Public Schools,Auburn High,Female,46,38,83
2019,SCH,Montgomery County Public Schools,Auburn High,Hispanic,<,<,<
2019,SCH,Montgomery County Public Schools,Auburn High,Male,39,23,59
2019,SCH,Montgomery County Public Schools,Auburn High,Multiple Races,<,<,<
2019,SCH,Montgomery County Public Schools,Auburn High,Students with Disabilities,<,<,<
2019,SCH,Montgomery County Public Schools,Auburn High,White,79,57,72
2019,SCH,Montgomery County Public Schools,Blacksburg High,All Students,280,241,86
2019,SCH,Montgomery County Public Schools,Blacksburg High,American Indian,<,<,<
2019,SCH,Montgomery County Public Schools,Blacksburg High,Asian,28,27,96
2019,SCH,Montgomery County Public Schools,Blacksburg High,Black,11,<,<
2019,SCH,Montgomery County Public Schools,Blacksburg High,Economically Disadvantaged,48,33,69
2019,SCH,Montgomery County Public Schools,Blacksburg High,English Learners,<,<,<
2019,SCH,Montgomery County Public Schools,Blacksburg High,Female,135,119,88
2019,SCH,Montgomery County Public Schools,Blacksburg High,Hispanic,12,11,92
2019,SCH,Montgomery County Public Schools,Blacksburg High,Male,145,122,84
2019,SCH,Montgomery County Public Schools,Blacksburg High,Multiple Races,16,11,69
2019,SCH,Montgomery County Public Schools,Blacksburg High,Students with Disabilities,<,<,<
2019,SCH,Montgomery County Public Schools,Blacksburg High,White,212,182,86
2019,SCH,Montgomery County Public Schools,Christiansburg High,All Students,194,129,66
2019,SCH,Montgomery County Public Schools,Christiansburg High,Asian,<,<,<
2019,SCH,Montgomery County Public Schools,Christiansburg High,Black,12,<,<
2019,SCH,Montgomery County Public Schools,Christiansburg High,Economically Disadvantaged,61,29,48
2019,SCH,Montgomery County Public Schools,Christiansburg High,English Learners,14,<,<
2019,SCH,Montgomery County Public Schools,Christiansburg High,Female,82,65,79
2019,SCH,Montgomery County Public Schools,Christiansburg High,Hispanic,15,<,<
2019,SCH,Montgomery County Public Schools,Christiansburg High,Male,112,64,57
2019,SCH,Montgomery County Public Schools,Christiansburg High,Multiple Races,<,<,<
2019,SCH,Montgomery County Public Schools,Christiansburg High,Students with Disabilities,<,<,<
2019,SCH,Montgomery County Public Schools,Christiansburg High,White,159,112,70
2019,SCH,Montgomery County Public Schools,Eastern Montgomery High,All Students,62,30,48
2019,SCH,Montgomery County Public Schools,Eastern Montgomery High,Economically Disadvantaged,38,13,34
2019,SCH,Montgomery County Public Schools,Eastern Montgomery High,English Learners,<,<,<
2019,SCH,Montgomery County Public Schools,Eastern Montgomery High,Female,35,18,51
2019,SCH,Montgomery County Public Schools,Eastern Montgomery High,Hispanic,<,<,<
2019,SCH,Montgomery County Public Schools,Eastern Montgomery High,Male,27,12,44
2019,SCH,Montgomery County Public Schools,Eastern Montgomery High,Multiple Races,<,<,<
2019,SCH,Montgomery County Public Schools,Eastern Montgomery High,Students with Disabilities,<,<,<
2019,SCH,Montgomery County Public Schools,Eastern Montgomery High,White,52,28,54
2019,SCH,Nelson County Public Schools,Nelson County High,All Students,126,58,46
2019,SCH,Nelson County Public Schools,Nelson County High,Black,18,10,56
2019,SCH,Nelson County Public Schools,Nelson County High,Economically Disadvantaged,68,24,35
2019,SCH,Nelson County Public Schools,Nelson County High,English Learners,<,<,<
2019,SCH,Nelson County Public Schools,Nelson County High,Female,53,36,68
2019,SCH,Nelson County Public Schools,Nelson County High,Hispanic,<,<,<
2019,SCH,Nelson County Public Schools,Nelson County High,Male,73,22,30
2019,SCH,Nelson County Public Schools,Nelson County High,Multiple Races,<,<,<
2019,SCH,Nelson County Public Schools,Nelson County High,Students with Disabilities,13,<,<
2019,SCH,Nelson County Public Schools,Nelson County High,White,95,39,41
2019,SCH,New Kent County Public Schools,New Kent High ,All Students,213,118,55
2019,SCH,New Kent County Public Schools,New Kent High ,American Indian,<,<,<
2019,SCH,New Kent County Public Schools,New Kent High ,Asian,<,<,<
2019,SCH,New Kent County Public Schools,New Kent High ,Black,29,16,55
2019,SCH,New Kent County Public Schools,New Kent High ,Economically Disadvantaged,45,15,33
2019,SCH,New Kent County Public Schools,New Kent High ,Female,109,68,62
2019,SCH,New Kent County Public Schools,New Kent High ,Hispanic,<,<,<
2019,SCH,New Kent County Public Schools,New Kent High ,Male,104,50,48
2019,SCH,New Kent County Public Schools,New Kent High ,Multiple Races,<,<,<
2019,SCH,New Kent County Public Schools,New Kent High ,Students with Disabilities,22,<,<
2019,SCH,New Kent County Public Schools,New Kent High ,White,161,88,55
2019,SCH,Newport News City Public Schools,Achievable Dream Middle/High ,All Students,42,26,62
2019,SCH,Newport News City Public Schools,Achievable Dream Middle/High ,Black,37,24,65
2019,SCH,Newport News City Public Schools,Achievable Dream Middle/High ,Economically Disadvantaged,33,20,61
2019,SCH,Newport News City Public Schools,Achievable Dream Middle/High ,Female,20,15,75
2019,SCH,Newport News City Public Schools,Achievable Dream Middle/High ,Hispanic,<,<,<
2019,SCH,Newport News City Public Schools,Achievable Dream Middle/High ,Male,22,11,50
2019,SCH,Newport News City Public Schools,Achievable Dream Middle/High ,Multiple Races,<,<,<
2019,SCH,Newport News City Public Schools,Denbigh High,All Students,296,90,30
2019,SCH,Newport News City Public Schools,Denbigh High,American Indian,<,<,<
2019,SCH,Newport News City Public Schools,Denbigh High,Asian,11,<,<
2019,SCH,Newport News City Public Schools,Denbigh High,Black,149,38,26
2019,SCH,Newport News City Public Schools,Denbigh High,Economically Disadvantaged,171,46,27
2019,SCH,Newport News City Public Schools,Denbigh High,English Learners,49,15,31
2019,SCH,Newport News City Public Schools,Denbigh High,Female,143,45,31
2019,SCH,Newport News City Public Schools,Denbigh High,Hispanic,67,16,24
2019,SCH,Newport News City Public Schools,Denbigh High,Male,153,45,29
2019,SCH,Newport News City Public Schools,Denbigh High,Multiple Races,<,<,<
2019,SCH,Newport News City Public Schools,Denbigh High,Native Hawaiian,<,<,<
2019,SCH,Newport News City Public Schools,Denbigh High,Students with Disabilities,32,<,<
2019,SCH,Newport News City Public Schools,Denbigh High,White,58,29,50
2019,SCH,Newport News City Public Schools,Heritage High,All Students,255,96,38
2019,SCH,Newport News City Public Schools,Heritage High,Asian,<,<,<
2019,SCH,Newport News City Public Schools,Heritage High,Black,215,81,38
2019,SCH,Newport News City Public Schools,Heritage High,Economically Disadvantaged,176,58,33
2019,SCH,Newport News City Public Schools,Heritage High,English Learners,<,<,<
2019,SCH,Newport News City Public Schools,Heritage High,Female,124,56,45
2019,SCH,Newport News City Public Schools,Heritage High,Hispanic,13,<,<
2019,SCH,Newport News City Public Schools,Heritage High,Male,131,40,31
2019,SCH,Newport News City Public Schools,Heritage High,Multiple Races,<,<,<
2019,SCH,Newport News City Public Schools,Heritage High,Native Hawaiian,<,<,<
2019,SCH,Newport News City Public Schools,Heritage High,Students with Disabilities,33,<,<
2019,SCH,Newport News City Public Schools,Heritage High,White,19,<,<
2019,SCH,Newport News City Public Schools,Menchville High,All Students,359,181,50
2019,SCH,Newport News City Public Schools,Menchville High,American Indian,<,<,<
2019,SCH,Newport News City Public Schools,Menchville High,Asian,<,<,<
2019,SCH,Newport News City Public Schools,Menchville High,Black,119,49,41
2019,SCH,Newport News City Public Schools,Menchville High,Economically Disadvantaged,126,50,40
2019,SCH,Newport News City Public Schools,Menchville High,English Learners,<,<,<
2019,SCH,Newport News City Public Schools,Menchville High,Female,173,108,62
2019,SCH,Newport News City Public Schools,Menchville High,Hispanic,34,15,44
2019,SCH,Newport News City Public Schools,Menchville High,Male,186,73,39
2019,SCH,Newport News City Public Schools,Menchville High,Multiple Races,16,12,75
2019,SCH,Newport News City Public Schools,Menchville High,Students with Disabilities,38,11,29
2019,SCH,Newport News City Public Schools,Menchville High,White,181,98,54
2019,SCH,Newport News City Public Schools,Warwick High,All Students,330,164,50
2019,SCH,Newport News City Public Schools,Warwick High,American Indian,<,<,<
2019,SCH,Newport News City Public Schools,Warwick High,Asian,12,11,92
2019,SCH,Newport News City Public Schools,Warwick High,Black,172,76,44
2019,SCH,Newport News City Public Schools,Warwick High,Economically Disadvantaged,150,54,36
2019,SCH,Newport News City Public Schools,Warwick High,English Learners,<,<,<
2019,SCH,Newport News City Public Schools,Warwick High,Female,198,113,57
2019,SCH,Newport News City Public Schools,Warwick High,Hispanic,38,18,47
2019,SCH,Newport News City Public Schools,Warwick High,Male,132,51,39
2019,SCH,Newport News City Public Schools,Warwick High,Multiple Races,12,<,<
2019,SCH,Newport News City Public Schools,Warwick High,Students with Disabilities,30,<,<
2019,SCH,Newport News City Public Schools,Warwick High,White,95,52,55
2019,SCH,Newport News City Public Schools,Woodside High,All Students,387,210,54
2019,SCH,Newport News City Public Schools,Woodside High,Asian,23,15,65
2019,SCH,Newport News City Public Schools,Woodside High,Black,222,125,56
2019,SCH,Newport News City Public Schools,Woodside High,Economically Disadvantaged,153,69,45
2019,SCH,Newport News City Public Schools,Woodside High,English Learners,<,<,<
2019,SCH,Newport News City Public Schools,Woodside High,Female,218,139,64
2019,SCH,Newport News City Public Schools,Woodside High,Hispanic,53,26,49
2019,SCH,Newport News City Public Schools,Woodside High,Male,169,71,42
2019,SCH,Newport News City Public Schools,Woodside High,Multiple Races,12,<,<
2019,SCH,Newport News City Public Schools,Woodside High,Native Hawaiian,<,<,<
2019,SCH,Newport News City Public Schools,Woodside High,Students with Disabilities,25,<,<
2019,SCH,Newport News City Public Schools,Woodside High,White,75,35,47
2019,SCH,Norfolk City Public Schools,Booker T Washington High,All Students,170,59,35
2019,SCH,Norfolk City Public Schools,Booker T Washington High,Asian,<,<,<
2019,SCH,Norfolk City Public Schools,Booker T Washington High,Black,133,49,37
2019,SCH,Norfolk City Public Schools,Booker T Washington High,Economically Disadvantaged,127,44,35
2019,SCH,Norfolk City Public Schools,Booker T Washington High,English Learners,<,<,<
2019,SCH,Norfolk City Public Schools,Booker T Washington High,Female,87,42,48
2019,SCH,Norfolk City Public Schools,Booker T Washington High,Hispanic,12,<,<
2019,SCH,Norfolk City Public Schools,Booker T Washington High,Male,83,17,20
2019,SCH,Norfolk City Public Schools,Booker T Washington High,Multiple Races,12,<,<
2019,SCH,Norfolk City Public Schools,Booker T Washington High,Students with Disabilities,19,<,<
2019,SCH,Norfolk City Public Schools,Booker T Washington High,White,10,<,<
2019,SCH,Norfolk City Public Schools,Granby High,All Students,414,192,46
2019,SCH,Norfolk City Public Schools,Granby High,American Indian,<,<,<
2019,SCH,Norfolk City Public Schools,Granby High,Asian,14,<,<
2019,SCH,Norfolk City Public Schools,Granby High,Black,194,72,37
2019,SCH,Norfolk City Public Schools,Granby High,Economically Disadvantaged,235,91,39
2019,SCH,Norfolk City Public Schools,Granby High,English Learners,<,<,<
2019,SCH,Norfolk City Public Schools,Granby High,Female,207,111,54
2019,SCH,Norfolk City Public Schools,Granby High,Hispanic,38,20,53
2019,SCH,Norfolk City Public Schools,Granby High,Male,207,81,39
2019,SCH,Norfolk City Public Schools,Granby High,Multiple Races,31,16,52
2019,SCH,Norfolk City Public Schools,Granby High,Native Hawaiian,<,<,<
2019,SCH,Norfolk City Public Schools,Granby High,Students with Disabilities,41,15,37
2019,SCH,Norfolk City Public Schools,Granby High,White,134,74,55
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,All Students,208,76,37
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,American Indian,<,<,<
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,Asian,12,<,<
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,Black,145,55,38
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,Economically Disadvantaged,145,47,32
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,English Learners,<,<,<
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,Female,102,49,48
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,Hispanic,11,<,<
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,Male,106,27,25
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,Multiple Races,12,<,<
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,Native Hawaiian,<,<,<
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,Students with Disabilities,29,<,<
2019,SCH,Norfolk City Public Schools,Lake Taylor High ,White,26,<,<
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,All Students,385,258,67
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,American Indian,<,<,<
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,Asian,14,13,93
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,Black,191,114,60
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,Economically Disadvantaged,167,93,56
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,English Learners,<,<,<
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,Female,220,159,72
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,Hispanic,19,10,53
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,Male,165,99,60
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,Multiple Races,26,16,62
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,Students with Disabilities,34,13,38
2019,SCH,Norfolk City Public Schools,Matthew Fontaine Maury High,White,134,104,78
2019,SCH,Norfolk City Public Schools,Norview High,All Students,396,183,46
2019,SCH,Norfolk City Public Schools,Norview High,American Indian,<,<,<
2019,SCH,Norfolk City Public Schools,Norview High,Asian,18,14,78
2019,SCH,Norfolk City Public Schools,Norview High,Black,210,100,48
2019,SCH,Norfolk City Public Schools,Norview High,Economically Disadvantaged,239,97,41
2019,SCH,Norfolk City Public Schools,Norview High,English Learners,23,<,<
2019,SCH,Norfolk City Public Schools,Norview High,Female,218,110,50
2019,SCH,Norfolk City Public Schools,Norview High,Hispanic,46,12,26
2019,SCH,Norfolk City Public Schools,Norview High,Male,178,73,41
2019,SCH,Norfolk City Public Schools,Norview High,Multiple Races,25,12,48
2019,SCH,Norfolk City Public Schools,Norview High,Native Hawaiian,<,<,<
2019,SCH,Norfolk City Public Schools,Norview High,Students with Disabilities,33,<,<
2019,SCH,Norfolk City Public Schools,Norview High,White,90,39,43
2019,SCH,Northampton County Public Schools,Northampton High,All Students,94,47,50
2019,SCH,Northampton County Public Schools,Northampton High,Asian,<,<,<
2019,SCH,Northampton County Public Schools,Northampton High,Black,45,19,42
2019,SCH,Northampton County Public Schools,Northampton High,Economically Disadvantaged,71,30,42
2019,SCH,Northampton County Public Schools,Northampton High,English Learners,10,<,<
2019,SCH,Northampton County Public Schools,Northampton High,Female,45,24,53
2019,SCH,Northampton County Public Schools,Northampton High,Hispanic,21,<,<
2019,SCH,Northampton County Public Schools,Northampton High,Male,49,23,47
2019,SCH,Northampton County Public Schools,Northampton High,Multiple Races,<,<,<
2019,SCH,Northampton County Public Schools,Northampton High,Students with Disabilities,<,<,<
2019,SCH,Northampton County Public Schools,Northampton High,White,25,19,76
2019,SCH,Northumberland County Public Schools,Northumberland High,All Students,103,52,50
2019,SCH,Northumberland County Public Schools,Northumberland High,Asian,<,<,<
2019,SCH,Northumberland County Public Schools,Northumberland High,Black,42,12,29
2019,SCH,Northumberland County Public Schools,Northumberland High,Economically Disadvantaged,48,17,35
2019,SCH,Northumberland County Public Schools,Northumberland High,English Learners,<,<,<
2019,SCH,Northumberland County Public Schools,Northumberland High,Female,49,33,67
2019,SCH,Northumberland County Public Schools,Northumberland High,Hispanic,<,<,<
2019,SCH,Northumberland County Public Schools,Northumberland High,Male,54,19,35
2019,SCH,Northumberland County Public Schools,Northumberland High,Multiple Races,<,<,<
2019,SCH,Northumberland County Public Schools,Northumberland High,Students with Disabilities,23,<,<
2019,SCH,Northumberland County Public Schools,Northumberland High,White,53,37,70
2019,SCH,Norton City Public Schools,J.I. Burton High ,All Students,50,34,68
2019,SCH,Norton City Public Schools,J.I. Burton High ,Asian,<,<,<
2019,SCH,Norton City Public Schools,J.I. Burton High ,Black,<,<,<
2019,SCH,Norton City Public Schools,J.I. Burton High ,Economically Disadvantaged,35,25,71
2019,SCH,Norton City Public Schools,J.I. Burton High ,Female,20,15,75
2019,SCH,Norton City Public Schools,J.I. Burton High ,Hispanic,<,<,<
2019,SCH,Norton City Public Schools,J.I. Burton High ,Male,30,19,63
2019,SCH,Norton City Public Schools,J.I. Burton High ,Multiple Races,<,<,<
2019,SCH,Norton City Public Schools,J.I. Burton High ,Students with Disabilities,<,<,<
2019,SCH,Norton City Public Schools,J.I. Burton High ,White,37,24,65
