"division_name","school_name","group_type","number_unfilled","percent_unfilled","pass_rate","school_level_expenditures_per_pupil_federal","school_level_expenditures_per_pupil_state","total_school_level_ppexp","per_pupil_federal_funds","per_pupil_state_funds","breakfast_percent","percent_of_inexperienced_principals","percent_of_inexperienced_assistant_principals","bachelors_percent","masters_percent","graduation_rate","completion_rate","ps_enrollment_percent","special_education_percent","poverty_high","poverty_low","poverty_level","percent_of_inexperienced_teachers","percent_of_out_of_field_teachers","percent_of_out_of_field_and_inexperienced_teachers","median_income","county_rank"
"Prince William County","Gainesville Middle","Life and Physical Sciences",0,0,74.55,167,9738,9905,605,14409,35,0,0,37,61,NA,NA,NA,5.3,0,1,"Low Poverty",1.1,4.2,0,128873,25
"Prince William County","Gainesville Middle","English Language and Literature",0,0,83.41,167,9738,9905,605,14409,35,0,0,37,61,NA,NA,NA,5.3,0,1,"Low Poverty",1.1,4.2,0,128873,25
"Prince William County","Gar-Field High","World language",0,0,NA,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","Social Sciences and History",0,0,47.01,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","Elementary, PK-6",0,0,NA,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","Visual and Performing Arts",0,0,NA,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","Physical, Health, and Safety Education",0,0,NA,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","Life and Physical Sciences",0,0,59.01,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","CTE and other electives",1,3,NA,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","Mathematics",0,0,72.25,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","English Language and Literature",0,0,77.15,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","English Language and Literature",0,0,62.42,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","Gar-Field High","Special Education",2,44.4,NA,408,10246,10654,846,14917,21.1,0,20,28,67,88.9,88.9,59,2.3,0,0,"Medium Poverty",4.5,5.6,2.3,128873,25
"Prince William County","George G. Tyler Elementary","Physical, Health, and Safety Education",0,0,NA,381,11381,11762,819,16052,23.7,0,0,38,62,NA,NA,NA,0,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","George G. Tyler Elementary","World language",0,0,NA,381,11381,11762,819,16052,23.7,0,0,38,62,NA,NA,NA,0,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","George G. Tyler Elementary","Elementary, PK-6",0,0,NA,381,11381,11762,819,16052,23.7,0,0,38,62,NA,NA,NA,0,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","George G. Tyler Elementary","Visual and Performing Arts",0,0,NA,381,11381,11762,819,16052,23.7,0,0,38,62,NA,NA,NA,0,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","George G. Tyler Elementary","Special Education",0,0,NA,381,11381,11762,819,16052,23.7,0,0,38,62,NA,NA,NA,0,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","George M. Hampton Middle","CTE and other electives",1,8.6,NA,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George M. Hampton Middle","Physical, Health, and Safety Education",0,0,NA,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George M. Hampton Middle","Social Sciences and History",0,0,76.89,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George M. Hampton Middle","Elementary, PK-6",1,100,NA,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George M. Hampton Middle","Special Education",3,100,NA,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George M. Hampton Middle","Mathematics",0,0,47.42,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George M. Hampton Middle","English Language and Literature",3,16.8,62.74,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George M. Hampton Middle","Visual and Performing Arts",0,0,NA,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George M. Hampton Middle","World language",0,0,NA,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George M. Hampton Middle","Life and Physical Sciences",0,0,53.31,676,11386,12062,1114,16057,37.5,0,33.3,51,40,NA,NA,NA,5.1,0,0,"Medium Poverty",11.5,11.5,5.1,128873,25
"Prince William County","George P. Mullen Elementary","Title I",0,0,NA,753,12022,12775,1191,16693,31,0,0,44,53,NA,NA,NA,3.2,0,0,"Medium Poverty",3.2,1.6,1.6,128873,25
"Prince William County","George P. Mullen Elementary","World language",0,0,NA,753,12022,12775,1191,16693,31,0,0,44,53,NA,NA,NA,3.2,0,0,"Medium Poverty",3.2,1.6,1.6,128873,25
"Prince William County","George P. Mullen Elementary","Visual and Performing Arts",0,0,NA,753,12022,12775,1191,16693,31,0,0,44,53,NA,NA,NA,3.2,0,0,"Medium Poverty",3.2,1.6,1.6,128873,25
"Prince William County","George P. Mullen Elementary","Special Education",0,0,NA,753,12022,12775,1191,16693,31,0,0,44,53,NA,NA,NA,3.2,0,0,"Medium Poverty",3.2,1.6,1.6,128873,25
"Prince William County","George P. Mullen Elementary","Elementary, PK-6",1,3.1,NA,753,12022,12775,1191,16693,31,0,0,44,53,NA,NA,NA,3.2,0,0,"Medium Poverty",3.2,1.6,1.6,128873,25
"Prince William County","George P. Mullen Elementary","Physical, Health, and Safety Education",0,0,NA,753,12022,12775,1191,16693,31,0,0,44,53,NA,NA,NA,3.2,0,0,"Medium Poverty",3.2,1.6,1.6,128873,25
"Prince William County","Glenkirk Elementary","Elementary, PK-6",0,0,NA,205,11670,11875,643,16341,21.8,0,0,33,67,NA,NA,NA,2.3,0,1,"Low Poverty",2.3,0,0,128873,25
"Prince William County","Glenkirk Elementary","Physical, Health, and Safety Education",0,0,NA,205,11670,11875,643,16341,21.8,0,0,33,67,NA,NA,NA,2.3,0,1,"Low Poverty",2.3,0,0,128873,25
"Prince William County","Glenkirk Elementary","Special Education",0,0,NA,205,11670,11875,643,16341,21.8,0,0,33,67,NA,NA,NA,2.3,0,1,"Low Poverty",2.3,0,0,128873,25
"Prince William County","Glenkirk Elementary","Visual and Performing Arts",0,0,NA,205,11670,11875,643,16341,21.8,0,0,33,67,NA,NA,NA,2.3,0,1,"Low Poverty",2.3,0,0,128873,25
"Prince William County","Graham Park Middle","CTE and other electives",0,0,NA,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Graham Park Middle","English Language and Literature",0,0,64.86,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Graham Park Middle","Title I",0,0,NA,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Graham Park Middle","Life and Physical Sciences",0,0,54.71,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Graham Park Middle","Social Sciences and History",0,0,74.73,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Graham Park Middle","Physical, Health, and Safety Education",1,25.1,NA,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Graham Park Middle","World language",0,0,NA,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Graham Park Middle","Visual and Performing Arts",0,0,NA,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Graham Park Middle","Mathematics",0,0,62.97,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Graham Park Middle","Special Education",1,20,NA,702,12083,12785,1140,16754,56.8,0,0,35,64,NA,NA,NA,4.8,0,0,"Medium Poverty",3.2,3.2,1.6,128873,25
"Prince William County","Haymarket Elementary","CTE and other electives",0,0,NA,152,9462,9614,590,14133,26.1,0,0,34,66,NA,NA,NA,4.7,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","Haymarket Elementary","Visual and Performing Arts",0,0,NA,152,9462,9614,590,14133,26.1,0,0,34,66,NA,NA,NA,4.7,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","Haymarket Elementary","Special Education",0,0,NA,152,9462,9614,590,14133,26.1,0,0,34,66,NA,NA,NA,4.7,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","Haymarket Elementary","Elementary, PK-6",0,0,NA,152,9462,9614,590,14133,26.1,0,0,34,66,NA,NA,NA,4.7,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","Haymarket Elementary","Physical, Health, and Safety Education",0,0,NA,152,9462,9614,590,14133,26.1,0,0,34,66,NA,NA,NA,4.7,0,1,"Low Poverty",0,0,0,128873,25
"Prince William County","Herbert J. Saunders Middle","Mathematics",0,0,77.55,228,9832,10059,666,14503,24.1,0,50,34,62,NA,NA,NA,2.3,0,0,"Medium Poverty",5.8,5.8,1.2,128873,25
"Prince William County","Herbert J. Saunders Middle","Physical, Health, and Safety Education",0,0,NA,228,9832,10059,666,14503,24.1,0,50,34,62,NA,NA,NA,2.3,0,0,"Medium Poverty",5.8,5.8,1.2,128873,25
"Prince William County","Herbert J. Saunders Middle","Visual and Performing Arts",0,0,NA,228,9832,10059,666,14503,24.1,0,50,34,62,NA,NA,NA,2.3,0,0,"Medium Poverty",5.8,5.8,1.2,128873,25
"Prince William County","Herbert J. Saunders Middle","World language",0,0,NA,228,9832,10059,666,14503,24.1,0,50,34,62,NA,NA,NA,2.3,0,0,"Medium Poverty",5.8,5.8,1.2,128873,25
"Prince William County","Herbert J. Saunders Middle","Life and Physical Sciences",0,0,69.52,228,9832,10059,666,14503,24.1,0,50,34,62,NA,NA,NA,2.3,0,0,"Medium Poverty",5.8,5.8,1.2,128873,25
"Prince William County","Herbert J. Saunders Middle","Social Sciences and History",0,0,84.24,228,9832,10059,666,14503,24.1,0,50,34,62,NA,NA,NA,2.3,0,0,"Medium Poverty",5.8,5.8,1.2,128873,25
"Prince William County","Herbert J. Saunders Middle","English Language and Literature",2,9.2,78.74,228,9832,10059,666,14503,24.1,0,50,34,62,NA,NA,NA,2.3,0,0,"Medium Poverty",5.8,5.8,1.2,128873,25
"Prince William County","Herbert J. Saunders Middle","Special Education",2,100,NA,228,9832,10059,666,14503,24.1,0,50,34,62,NA,NA,NA,2.3,0,0,"Medium Poverty",5.8,5.8,1.2,128873,25
"Prince William County","Herbert J. Saunders Middle","CTE and other electives",0,0,NA,228,9832,10059,666,14503,24.1,0,50,34,62,NA,NA,NA,2.3,0,0,"Medium Poverty",5.8,5.8,1.2,128873,25
"Prince William County","Independence Nontraditional - High School","Social Sciences and History",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional - High School","Visual and Performing Arts",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional - High School","Mathematics",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional - High School","English Language and Literature",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional - High School","CTE and other electives",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional - High School","World language",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional - High School","Special Education",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional - High School","Physical, Health, and Safety Education",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional - High School","Life and Physical Sciences",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional Center","Physical, Health, and Safety Education",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional Center","Visual and Performing Arts",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional Center","Elementary, PK-6",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional Center","Life and Physical Sciences",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional Center","Mathematics",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional Center","Special Education",0.8,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional Center","CTE and other electives",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional Center","Social Sciences and History",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Independence Nontraditional Center","English Language and Literature",2,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Innovation Elementary","Elementary, PK-6",0,0,NA,583,13385,13968,1021,18056,49.5,0,0,22,76,NA,NA,NA,0,0,0,"Medium Poverty",7.7,11.5,1.9,128873,25
"Prince William County","Innovation Elementary","Visual and Performing Arts",0,0,NA,583,13385,13968,1021,18056,49.5,0,0,22,76,NA,NA,NA,0,0,0,"Medium Poverty",7.7,11.5,1.9,128873,25
"Prince William County","Innovation Elementary","Physical, Health, and Safety Education",0,0,NA,583,13385,13968,1021,18056,49.5,0,0,22,76,NA,NA,NA,0,0,0,"Medium Poverty",7.7,11.5,1.9,128873,25
"Prince William County","Innovation Elementary","Special Education",0,0,NA,583,13385,13968,1021,18056,49.5,0,0,22,76,NA,NA,NA,0,0,0,"Medium Poverty",7.7,11.5,1.9,128873,25
"Prince William County","Innovation Elementary","Title I",0,0,NA,583,13385,13968,1021,18056,49.5,0,0,22,76,NA,NA,NA,0,0,0,"Medium Poverty",7.7,11.5,1.9,128873,25
"Prince William County","J.W. Alvey Elementary","Physical, Health, and Safety Education",0.33,24.8,NA,290,11125,11414,728,15796,12.2,0,0,25,75,NA,NA,NA,7.1,0,1,"Low Poverty",2.4,0,0,128873,25
"Prince William County","J.W. Alvey Elementary","Visual and Performing Arts",0,0,NA,290,11125,11414,728,15796,12.2,0,0,25,75,NA,NA,NA,7.1,0,1,"Low Poverty",2.4,0,0,128873,25
"Prince William County","J.W. Alvey Elementary","Special Education",0,0,NA,290,11125,11414,728,15796,12.2,0,0,25,75,NA,NA,NA,7.1,0,1,"Low Poverty",2.4,0,0,128873,25
"Prince William County","J.W. Alvey Elementary","Elementary, PK-6",0,0,NA,290,11125,11414,728,15796,12.2,0,0,25,75,NA,NA,NA,7.1,0,1,"Low Poverty",2.4,0,0,128873,25
"Prince William County","John D. Jenkins Elementary","Title I",0,0,NA,803,10444,11246,1241,15115,44.4,0,100,36,62,NA,NA,NA,8.5,0,0,"Medium Poverty",1.7,5.1,1.7,128873,25
"Prince William County","John D. Jenkins Elementary","Elementary, PK-6",2,6,NA,803,10444,11246,1241,15115,44.4,0,100,36,62,NA,NA,NA,8.5,0,0,"Medium Poverty",1.7,5.1,1.7,128873,25
"Prince William County","John D. Jenkins Elementary","Visual and Performing Arts",0,0,NA,803,10444,11246,1241,15115,44.4,0,100,36,62,NA,NA,NA,8.5,0,0,"Medium Poverty",1.7,5.1,1.7,128873,25
"Prince William County","John D. Jenkins Elementary","Special Education",1,14.3,NA,803,10444,11246,1241,15115,44.4,0,100,36,62,NA,NA,NA,8.5,0,0,"Medium Poverty",1.7,5.1,1.7,128873,25
"Prince William County","John D. Jenkins Elementary","Physical, Health, and Safety Education",0,0,NA,803,10444,11246,1241,15115,44.4,0,100,36,62,NA,NA,NA,8.5,0,0,"Medium Poverty",1.7,5.1,1.7,128873,25
"Prince William County","John F. Pattie Sr. Elementary","Special Education",1,20,NA,253,8315,8568,691,12986,42.3,0,0,28,69,NA,NA,NA,5.7,0,0,"Medium Poverty",8.6,8.6,4.3,128873,25
"Prince William County","John F. Pattie Sr. Elementary","Physical, Health, and Safety Education",0,0,NA,253,8315,8568,691,12986,42.3,0,0,28,69,NA,NA,NA,5.7,0,0,"Medium Poverty",8.6,8.6,4.3,128873,25
"Prince William County","John F. Pattie Sr. Elementary","Elementary, PK-6",0,0,NA,253,8315,8568,691,12986,42.3,0,0,28,69,NA,NA,NA,5.7,0,0,"Medium Poverty",8.6,8.6,4.3,128873,25
"Prince William County","John F. Pattie Sr. Elementary","Visual and Performing Arts",0,0,NA,253,8315,8568,691,12986,42.3,0,0,28,69,NA,NA,NA,5.7,0,0,"Medium Poverty",8.6,8.6,4.3,128873,25
"Prince William County","John F. Pattie Sr. Elementary Annex","Elementary, PK-6",3,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128873,25
"Prince William County","Kerrydale Elementary","Physical, Health, and Safety Education",0,0,NA,1081,14474,15555,1519,19145,49.4,0,0,35,62,NA,NA,NA,2.9,0,0,"Medium Poverty",5.7,2.9,2.9,128873,25
"Prince William County","Kerrydale Elementary","Elementary, PK-6",0,0,NA,1081,14474,15555,1519,19145,49.4,0,0,35,62,NA,NA,NA,2.9,0,0,"Medium Poverty",5.7,2.9,2.9,128873,25
"Prince William County","Kerrydale Elementary","Title I",0,0,NA,1081,14474,15555,1519,19145,49.4,0,0,35,62,NA,NA,NA,2.9,0,0,"Medium Poverty",5.7,2.9,2.9,128873,25
"Prince William County","Kerrydale Elementary","Special Education",0,0,NA,1081,14474,15555,1519,19145,49.4,0,0,35,62,NA,NA,NA,2.9,0,0,"Medium Poverty",5.7,2.9,2.9,128873,25
"Prince William County","Kyle R. Wilson Elementary","CTE and other electives",0,0,NA,141,9273,9414,579,13944,31.8,0,0,35,62,NA,NA,NA,0,0,0,"Medium Poverty",7.8,7.8,4.7,128873,25
"Prince William County","Kyle R. Wilson Elementary","Physical, Health, and Safety Education",0,0,NA,141,9273,9414,579,13944,31.8,0,0,35,62,NA,NA,NA,0,0,0,"Medium Poverty",7.8,7.8,4.7,128873,25
"Prince William County","Kyle R. Wilson Elementary","Visual and Performing Arts",0,0,NA,141,9273,9414,579,13944,31.8,0,0,35,62,NA,NA,NA,0,0,0,"Medium Poverty",7.8,7.8,4.7,128873,25
"Prince William County","Kyle R. Wilson Elementary","Special Education",2,25,NA,141,9273,9414,579,13944,31.8,0,0,35,62,NA,NA,NA,0,0,0,"Medium Poverty",7.8,7.8,4.7,128873,25
"Prince William County","Kyle R. Wilson Elementary","Elementary, PK-6",3,7.7,NA,141,9273,9414,579,13944,31.8,0,0,35,62,NA,NA,NA,0,0,0,"Medium Poverty",7.8,7.8,4.7,128873,25
"Prince William County","Lake Ridge Elementary","World language",0,0,NA,300,9644,9944,738,14315,43.3,0,0,26,70,NA,NA,NA,3.8,0,0,"Medium Poverty",19.2,9.6,9.6,128873,25
"Prince William County","Lake Ridge Elementary","Elementary, PK-6",2,6.2,NA,300,9644,9944,738,14315,43.3,0,0,26,70,NA,NA,NA,3.8,0,0,"Medium Poverty",19.2,9.6,9.6,128873,25
"Prince William County","Lake Ridge Elementary","Physical, Health, and Safety Education",0,0,NA,300,9644,9944,738,14315,43.3,0,0,26,70,NA,NA,NA,3.8,0,0,"Medium Poverty",19.2,9.6,9.6,128873,25
"Prince William County","Lake Ridge Elementary","Special Education",1,14.3,NA,300,9644,9944,738,14315,43.3,0,0,26,70,NA,NA,NA,3.8,0,0,"Medium Poverty",19.2,9.6,9.6,128873,25
"Prince William County","Lake Ridge Elementary","Visual and Performing Arts",0,0,NA,300,9644,9944,738,14315,43.3,0,0,26,70,NA,NA,NA,3.8,0,0,"Medium Poverty",19.2,9.6,9.6,128873,25
"Prince William County","Lake Ridge Middle","Visual and Performing Arts",0,0,NA,64,9145,9209,502,13816,23.5,0,0,34,62,NA,NA,NA,2,0,0,"Medium Poverty",4.1,4.1,3.1,128873,25
"Prince William County","Lake Ridge Middle","English Language and Literature",1,5.1,78.68,64,9145,9209,502,13816,23.5,0,0,34,62,NA,NA,NA,2,0,0,"Medium Poverty",4.1,4.1,3.1,128873,25
"Prince William County","Lake Ridge Middle","Mathematics",0,0,69.04,64,9145,9209,502,13816,23.5,0,0,34,62,NA,NA,NA,2,0,0,"Medium Poverty",4.1,4.1,3.1,128873,25
"Prince William County","Lake Ridge Middle","Physical, Health, and Safety Education",0,0,NA,64,9145,9209,502,13816,23.5,0,0,34,62,NA,NA,NA,2,0,0,"Medium Poverty",4.1,4.1,3.1,128873,25
"Prince William County","Lake Ridge Middle","Social Sciences and History",0,0,86.36,64,9145,9209,502,13816,23.5,0,0,34,62,NA,NA,NA,2,0,0,"Medium Poverty",4.1,4.1,3.1,128873,25
"Prince William County","Lake Ridge Middle","Life and Physical Sciences",0,0,75.51,64,9145,9209,502,13816,23.5,0,0,34,62,NA,NA,NA,2,0,0,"Medium Poverty",4.1,4.1,3.1,128873,25
"Prince William County","Lake Ridge Middle","CTE and other electives",2,11.2,NA,64,9145,9209,502,13816,23.5,0,0,34,62,NA,NA,NA,2,0,0,"Medium Poverty",4.1,4.1,3.1,128873,25
"Prince William County","Lake Ridge Middle","World language",0,0,NA,64,9145,9209,502,13816,23.5,0,0,34,62,NA,NA,NA,2,0,0,"Medium Poverty",4.1,4.1,3.1,128873,25
"Prince William County","Leesylvania Elementary","Special Education",0,0,NA,283,11592,11875,721,16263,47.4,100,50,43,57,NA,NA,NA,3.3,0,0,"Medium Poverty",5,6.7,1.7,128873,25
"Prince William County","Leesylvania Elementary","Physical, Health, and Safety Education",0,0,NA,283,11592,11875,721,16263,47.4,100,50,43,57,NA,NA,NA,3.3,0,0,"Medium Poverty",5,6.7,1.7,128873,25
"Prince William County","Leesylvania Elementary","Visual and Performing Arts",0,0,NA,283,11592,11875,721,16263,47.4,100,50,43,57,NA,NA,NA,3.3,0,0,"Medium Poverty",5,6.7,1.7,128873,25
"Prince William County","Leesylvania Elementary","Elementary, PK-6",1,3.1,NA,283,11592,11875,721,16263,47.4,100,50,43,57,NA,NA,NA,3.3,0,0,"Medium Poverty",5,6.7,1.7,128873,25
"Prince William County","Loch Lomond Elementary","Title I",0,0,NA,1220,12784,14004,1658,17455,48.4,0,0,22,76,NA,NA,NA,4.2,1,0,"High Poverty",4.2,0,0,128873,25
"Prince William County","Loch Lomond Elementary","Physical, Health, and Safety Education",0,0,NA,1220,12784,14004,1658,17455,48.4,0,0,22,76,NA,NA,NA,4.2,1,0,"High Poverty",4.2,0,0,128873,25
"Prince William County","Loch Lomond Elementary","Special Education",0,0,NA,1220,12784,14004,1658,17455,48.4,0,0,22,76,NA,NA,NA,4.2,1,0,"High Poverty",4.2,0,0,128873,25
"Prince William County","Loch Lomond Elementary","Elementary, PK-6",3,11.9,NA,1220,12784,14004,1658,17455,48.4,0,0,22,76,NA,NA,NA,4.2,1,0,"High Poverty",4.2,0,0,128873,25
"Prince William County","Loch Lomond Elementary","Visual and Performing Arts",0,0,NA,1220,12784,14004,1658,17455,48.4,0,0,22,76,NA,NA,NA,4.2,1,0,"High Poverty",4.2,0,0,128873,25
"Prince William County","Louise A. Benton Middle","CTE and other electives",0,0,NA,201,10202,10403,639,14873,34,0,0,27,71,NA,NA,NA,2.2,0,1,"Low Poverty",1.1,8.7,0,128873,25
"Prince William County","Louise A. Benton Middle","World language",0,0,NA,201,10202,10403,639,14873,34,0,0,27,71,NA,NA,NA,2.2,0,1,"Low Poverty",1.1,8.7,0,128873,25
"Prince William County","Louise A. Benton Middle","Life and Physical Sciences",0,0,79.44,201,10202,10403,639,14873,34,0,0,27,71,NA,NA,NA,2.2,0,1,"Low Poverty",1.1,8.7,0,128873,25
"Prince William County","Louise A. Benton Middle","Visual and Performing Arts",0,0,NA,201,10202,10403,639,14873,34,0,0,27,71,NA,NA,NA,2.2,0,1,"Low Poverty",1.1,8.7,0,128873,25
"Prince William County","Louise A. Benton Middle","Special Education",1,100,NA,201,10202,10403,639,14873,34,0,0,27,71,NA,NA,NA,2.2,0,1,"Low Poverty",1.1,8.7,0,128873,25
